name,number_of_episodes,original_language,vote_count,vote_average,vote_Avg_Category
Chichi-iro Toiki,2,ja,7,9.4,3
Ultraman Ginga,12,ja,7,8.0,2
Lorry,26,sv,7,5.6,1
Adventures of Captain Vrungel,13,ru,7,8.0,2
Minning Town,23,zh,7,8.7,3
The Poison Tree,2,en,7,6.714,2
How I Became a Russian,20,ru,7,7.6,2
Sakusei Byoutou The Animation,5,ja,7,8.1,3
Bridezillas,199,en,7,6.5,2
Couple or Trouble,16,ko,7,9.1,3
Princesas,61,es,7,7.429,2
Black Tulip,24,nl,7,7.9,2
Sins of the Fathers,8,pl,7,6.0,1
Chickens,6,en,7,6.4,2
Russell Peters vs. the World,4,en,7,5.0,1
Ancient X-Files,31,en,7,6.9,2
Parkinson,357,en,7,7.0,2
ANNE+,14,nl,7,6.9,2
Ghost Hunters: TAPS Returns,29,en,7,10.0,3
To Catch a Smuggler,67,en,7,5.9,1
The Littlest Hobo,114,en,7,6.857,2
The Mary Whitehouse Experience,12,en,7,6.9,2
The Chaser,16,ko,7,7.714,2
Memory Love,19,zh,7,7.4,2
Silverpoint,26,en,7,7.0,2
Just You,39,zh,7,4.3,1
Here Come the Brides,52,en,7,6.857,2
Kleise ta matia,31,el,7,7.1,2
The Library,1,en,7,8.286,3
"A Herbivorous Dragon of 5,000 Years Gets Unfairly Villainized",12,zh,7,6.6,2
Buddy vs. Duff,26,en,7,7.714,2
Cursed Days,10,ru,7,7.9,2
RWBY: Ice Queendom,12,ja,7,7.0,2
The Legend of White Snake,36,zh,7,6.6,2
Arcane: Bridging the Rift,5,en,7,7.3,2
Battle Kitty,9,en,7,7.7,2
The Dreaming Boy Is a Realist,12,ja,7,6.6,2
The Girl's Speech,10,ja,7,7.143,2
The Secrets of Hillsong,4,en,7,6.4,2
The Witching Season,5,en,7,8.4,3
UzaMaid!,12,ja,7,8.4,3
The Tetris Murders,3,en,7,6.286,2
Ранетки,340,ru,7,2.6,0
Louis Theroux's Forbidden America,3,en,7,6.375,2
Unpolished,14,en,7,8.6,3
The Mole,45,en,7,6.6,2
Josh,18,en,7,7.286,2
Tiny Evil,4,ja,7,6.6,2
Forged in Fire: Knife or Death,22,en,7,7.6,2
"Murder, They Hope",6,en,7,7.4,2
Mysteries of Lisbon,6,pt,7,6.7,2
Deadtime Stories,11,en,7,8.1,3
Princess of Lan Ling King,47,zh,7,4.9,1
Stanotte a...,9,it,7,9.5,3
Home,12,en,7,7.857,2
Ultraman Mebius,50,ja,7,8.429,3
Пробуждение,12,ru,7,9.4,3
Pound Puppies,65,en,7,6.4,2
The Modern Life,994,es,7,8.0,2
The Gypsy Bride,8,es,7,7.4,2
The Adventures of Black Beauty,52,en,7,6.0,1
The Completely Mental Misadventures of Ed Grimley,13,en,7,6.4,2
The Noble Detective,11,ja,7,7.143,2
I Literally Just Told You,14,en,7,6.6,2
Kim Kong,3,fr,7,6.429,2
WWE Heat,384,en,7,5.0,1
Ciao Darwin,93,it,7,6.929,2
Reminders,3,th,7,7.7,2
Locodol,12,ja,7,8.3,3
The Machinery,14,sv,7,7.4,2
Healin' Good♡Precure,45,ja,7,7.9,2
"The Way Down: God, Greed, and the Cult of Gwen Shamblin",5,en,7,7.0,2
Bogdan Boner: Egzorcysta,39,pl,7,5.643,1
The Adventures of the Electronic,3,ru,7,7.0,2
Kandagawa Jet Girls,12,ja,7,7.4,2
Night Warriors: Darkstalkers' Revenge,4,ja,7,7.143,2
Вольф Мессинг: Видевший сквозь время,16,ru,7,8.4,3
Bad Behaviour,4,en,7,7.6,2
Tamayura: Hitotose,24,ja,7,6.7,2
The Smell of Reeves and Mortimer,12,en,7,7.6,2
Celebrity Wife Swap,36,en,7,3.714,1
Absolute Zero,43,ja,7,7.9,2
Spooksville,22,en,7,8.0,2
Bad Romance,13,th,7,9.9,3
Fantasia Sango – Realm of Legends,12,ja,7,6.714,2
Oneshota The Animation,1,ja,7,9.1,3
The Detectives,97,en,7,5.4,1
Cinderella Girls Theatre,100,ja,7,4.7,1
The Red Room,82,el,7,6.1,2
North Shore,6,en,7,6.857,2
Minato's Laundromat,24,ja,7,8.7,3
Salvage Hunters,217,en,7,5.857,1
Go! Princess PreCure,50,ja,7,8.9,3
Let Life Come As It Knows,41,tr,7,6.7,2
Tracey Ullman's Show,19,en,7,6.4,2
Friday Night Tykes,41,en,7,7.714,2
SAF3,20,en,7,5.4,1
Obsession: Dark Desires,34,en,7,7.1,2
Woke Up Dead,22,en,7,4.6,1
Hermanos,6,es,7,3.6,1
The Talk,217,en,7,3.0,0
The Life and Loves of a She-Devil,4,en,7,6.9,2
Thicker Than Water,27,sv,7,6.1,2
BTS EPISODE,168,ko,7,3.571,1
Under Suspicion: Uncovering the Wesphael Case,5,fr,7,6.6,2
Rebels Recon,61,en,7,8.9,3
The Guyver: Bio-Booster Armor,12,ja,7,8.143,3
Together with Me: The Next Chapter,13,th,7,6.5,2
Death Row Chronicles,6,en,7,6.7,2
Blossom in Heart,52,zh,7,8.857,3
Strip the Cosmos,30,en,7,7.3,2
Противостояние,6,ru,7,8.1,3
We Apologize For The Inconveniences,12,es,7,5.9,1
Part of Me,154,es,7,7.286,2
L.A.P.D.: Lekanopedio Attikis Police Department,52,el,7,5.3,1
Rovers,6,en,7,7.1,2
Red Table Talk,126,en,7,6.7,2
Plus & Minus,12,zh,7,7.1,2
Chris Rock: Bigger and Blacker,0,en,7,7.9,2
Miss Pilot,11,ja,7,6.6,2
Atom,3,en,7,8.286,3
Cutie Honey,25,ja,7,6.0,1
Mickey Mouse Funhouse,63,en,7,7.571,2
A Taiwanese Tale of Two Cities,20,zh,7,7.4,2
Baby and Me,35,ja,7,8.9,3
Humsafar,23,ur,7,8.3,3
La linea verticale,8,it,7,8.1,3
Raising the Bar,25,en,7,7.857,2
Seasons of Blossom,16,ko,7,6.2,2
11M: El principio del fin,8,es,7,8.3,3
The Gromovs,12,ru,7,8.3,3
1 vs. 100,28,en,7,5.714,1
The New Prince of Tennis,13,ja,7,6.571,2
The Day of Becoming You,26,zh,7,7.7,2
"Miskina, la pauvre",8,fr,7,6.357,2
Wired,3,en,7,7.143,2
Ixion Saga: Dimension Transfer,25,ja,7,5.1,1
Celebrity Wheel of Fortune,37,en,7,6.7,2
Evening Shade,100,en,7,5.3,1
Kashimashi - Girl Meets Girl,12,ja,7,3.6,1
Faster Than Fear,6,de,7,8.3,3
Maid's Revenge,30,zh,7,5.4,1
Reasonable Doubt,50,en,7,9.3,3
Bring The Soul: Docu-Series,6,ko,7,10.0,3
Popples,45,en,7,5.9,1
Inside the NFL,246,en,7,5.4,1
The Men Who Killed Kennedy,9,en,7,7.6,2
Alienators: Evolution Continues,26,en,7,5.7,1
Alice or Alice,13,ja,7,4.3,1
The Slavs,12,sk,7,7.0,2
The Box of Delights,6,en,7,7.9,2
Everyone Is Doing Great,8,en,7,7.1,2
Click Your Heart,7,ko,7,5.714,1
The Churchmen,24,fr,7,7.7,2
Buddy Complex,13,ja,7,7.0,2
Drag Me to Dinner,10,en,7,6.0,1
Archiwista,23,pl,7,6.571,2
Kiba,51,ja,7,7.286,2
Davy Crockett,5,en,7,6.1,2
Shape Island,18,en,7,7.286,2
The Scene,40,en,7,8.0,2
Sorry!,42,en,7,6.214,2
The Nutty Boy,26,pt,7,7.6,2
M.A.N.T.I.S.,22,en,7,5.429,1
Shinsengumi!,49,ja,7,8.286,3
Coffee Friends,10,ko,7,9.1,3
Kid Nation,13,en,7,7.857,2
True Life Crime,18,en,7,8.2,3
"What's New, Mr. Magoo?",32,en,7,7.9,2
Onigiri,13,ja,7,6.0,1
Hell's Kitchen,60,en,7,6.9,2
The '90-s. Funny and Loud,21,ru,7,7.571,2
Unnatural History,13,en,7,4.6,1
Presumed Guilty,13,es,7,6.6,2
The New Yogi Bear Show,45,en,7,6.1,2
Que Rei Sou Eu?,185,pt,7,6.6,2
Serial Killer with Piers Morgan,3,en,7,3.6,1
Around the World with Orson Welles,7,en,7,6.9,2
Freddie,22,en,7,5.357,1
Last Call: When a Serial Killer Stalked Queer New York,4,en,7,7.286,2
Blochin – Die Lebenden und die Toten,5,de,7,7.0,2
Prosecutor Princess,16,ko,7,6.5,2
The Laser Man,3,sv,7,6.6,2
Bunt!,68,pl,7,5.3,1
Go! Go! Cory Carson,63,en,7,7.7,2
Devilman,3,ja,7,8.429,3
Living with Fran,26,en,7,8.429,3
It’s a Match,12,pt,7,8.286,3
Rocket Boys,16,hi,7,8.0,2
Fox Spirit Matchmaker,158,zh,7,7.0,2
Kasautii Zindagii Kay,1,hi,7,3.1,1
Mystery at Blind Frog Ranch,14,en,7,6.0,1
The Mr. Men Show,104,en,7,5.714,1
L.A. Dragnet,22,en,7,6.714,2
Mobile Suit Gundam SEED C.E. 73: Stargazer,3,ja,7,7.0,2
Trading Spaces,375,en,7,7.0,2
Solty Rei,24,ja,7,7.214,2
Exclusive Fairytale,24,zh,7,8.1,3
Minas de Pasión,35,es,7,7.714,2
Karishma Kaa Karishma,65,hi,7,4.6,1
One Missed Call,10,ja,7,6.9,2
Chasing Classic Cars,183,en,7,7.7,2
The Raggy Dolls,137,en,7,8.0,2
Until Dawn,8,fr,7,2.7,0
Histeria!,52,en,7,6.143,2
Entourage,16,ko,7,7.9,2
Perfect Couples,13,en,7,4.0,1
The Devil's Plan,12,ko,7,9.1,3
Random Acts of Flyness,12,en,7,5.0,1
The Girl Who Leapt Through Space,26,ja,7,8.1,3
Dear…,20,en,7,5.0,1
The American Guest,4,pt,7,7.6,2
MÄR: Märchen Awakens Romance,102,ja,7,8.0,2
Jack & Bobby,22,en,7,8.3,3
Louie,117,fr,7,6.429,2
BOSS,22,ja,7,5.8,1
Simplemente Maria,1,en,7,6.571,2
The Ruff and Reddy Show,156,en,7,5.1,1
Wrestlers,7,en,7,7.8,2
Chef: Three Star School Lunch,10,ja,7,8.0,2
Alessandro Borghese - 4 Ristoranti,107,it,7,7.929,2
Onii-chan Asa made Zutto Gyutte Shite!,4,ja,7,7.4,2
The Long Hot Summer,2,en,7,5.714,1
Face à face,12,fr,7,7.143,2
The Lion Skin,24,fa,7,8.214,3
At Home With Olaf,21,en,7,8.0,2
Doraemon,26,ja,7,6.6,2
Dick Figures,51,en,7,5.571,1
HYPNOSISMIC -Division Rap Battle- Rhyme Anima,25,ja,7,8.4,3
Street Outlaws: Memphis,69,en,7,8.4,3
CHIP-IN,16,ko,7,6.286,2
Novoland: Eagle Flag,56,zh,7,6.7,2
As Miss Beelzebub Likes It.,12,ja,7,6.0,1
Mashin Eiyuden Wataru,142,ja,7,7.143,2
All Men Are Brothers,86,zh,7,8.3,3
Antiquarian Bookshop Biblia's Case Files,11,ja,7,7.143,2
Never Let Me Go,12,th,7,8.6,3
Real Sex,34,en,7,2.9,0
K-Ville,11,en,7,7.286,2
Psychic Princess,16,zh,7,8.3,3
Looking Up at the Half-Moon,6,ja,7,6.6,2
Amazing Saturday,300,ko,7,8.0,2
Scorned: Love Kills,80,en,7,6.9,2
Clash of the Dinosaurs,4,en,7,4.6,1
The Second World War,29,es,7,6.571,2
Pistvakt,12,en,7,6.3,2
The Fifth Estate,154,en,7,6.9,2
Daddyhunt: The Serial,16,en,7,5.6,1
Mary Shelley's Frankenhole,20,en,7,6.0,1
Myself; Yourself,13,ja,7,5.857,1
Container Wars,16,en,7,4.7,1
Those Who Hunt Elves,24,ja,7,8.429,3
An American Murder Mystery: The Staircase,3,en,7,7.2,2
Murder Maps,26,en,7,8.4,3
The Body Farm,6,en,7,5.6,1
The Roy Rogers Show,100,en,7,6.429,2
Die Piefke - Saga,4,de,7,8.214,3
A Luv Tale,6,en,7,6.9,2
Kiff,46,en,7,8.167,3
Drag Race France,17,fr,7,7.9,2
The Typist,5,de,7,6.7,2
Johnny vs Amber: The US Trial,2,en,7,6.0,1
Elemental Gelade,26,ja,7,7.3,2
Lostorage incited WIXOSS,24,ja,7,5.429,1
My Amazing Boyfriend,28,zh,7,9.0,3
A Fazenda,1255,pt,7,3.6,1
The Awakener: The Series,7,pt,7,8.0,2
After the Thrones,10,en,7,5.1,1
Hatsukoi Limited.,12,ja,7,8.0,2
Largo Winch,39,en,7,6.3,2
The Odyssey,39,en,7,6.714,2
Arcadia,8,nl,7,5.786,1
Pirate Treasure of the Knights Templar,6,en,7,7.9,2
Chii-chan's Development Diary,2,ja,7,8.4,3
Thuis,4343,nl,7,5.3,1
Destroyed In Seconds,45,en,7,7.3,2
Liquid Television,22,en,7,7.0,2
Second Sight,8,en,7,5.9,1
Have you ever seen..?,150,fr,7,8.7,3
Idoly Pride,12,ja,7,4.7,1
Beautiful World,16,ko,7,8.1,3
Derren Brown: Trick of the Mind,18,en,7,8.286,3
Legend of the Galactic Heroes Gaiden,52,ja,7,9.286,3
My Name is Farah,17,tr,7,9.3,3
"Welcome Home, Mone",120,ja,7,7.429,2
A Town Called Panic,20,fr,7,7.286,2
Tower of Babel,16,ko,7,7.1,2
24 JAPAN,24,ja,7,7.3,2
Adrian,9,it,7,3.4,1
Press Your Luck,207,en,7,8.714,3
RuPaul's Drag U,26,en,7,5.4,1
Les Beaux Malaises,31,fr,7,8.0,2
Weakest Link,75,en,7,7.7,2
O Beijo do Vampiro,215,pt,7,6.429,2
Special A,24,ja,7,5.571,1
La Bloc,526,ro,7,7.3,2
The Fonz and the Happy Days Gang,24,en,7,8.4,3
As the World Turns,3,en,7,5.7,1
The Surreal Life,58,en,7,8.7,3
Shining For One Thing,24,zh,7,7.6,2
Wings of the World,16,zh,7,9.0,3
Edward the Seventh,13,en,7,7.6,2
Monterossi - La serie,6,it,7,5.9,1
Tokyo Majin Gakuen Kenpucho,26,ja,7,6.143,2
Najica Blitz Tactics,12,ja,7,6.429,2
Reno 911! Defunded,11,en,7,6.9,2
Der König von Palma,12,de,7,8.3,3
Kaun Jeetega Bollywood Ka Ticket,1,hi,7,5.7,1
The Shop,33,en,7,6.6,2
Angelic Layer,26,ja,7,6.857,2
Days We Stared at the Sun,11,zh,7,7.6,2
Queen of Jhansi,480,hi,7,5.857,1
La Hora Chanante,52,es,7,7.0,2
Legendary Brave Swordsman Yaiba,52,ja,7,4.429,1
WPC 56,15,en,7,5.6,1
Tigtone,20,en,7,6.0,1
Black Rose,124,tr,7,8.1,3
LOL - Last One Laughing Spain,12,es,7,7.1,2
Myths & Monsters,6,en,7,6.6,2
Ängelby,12,sv,7,6.2,2
The Fame Game,8,hi,7,5.4,1
Dimension 20,215,en,7,9.3,3
Fair Trade,14,nl,7,7.0,2
Fox & Friends,0,en,7,3.0,0
Cristo and Rey,8,es,7,7.5,2
Yellowstone: One-Fifty,4,en,7,7.4,2
BITCH X RICH,10,ko,7,8.6,3
Sports Show with Norm Macdonald,9,en,7,7.1,2
Jade Dynasty,26,zh,7,7.9,2
Infamy,8,pl,7,8.0,2
The Tale of Outcasts,13,ja,7,5.3,1
Butlers x Battlers,12,ja,7,6.9,2
Re-Kan!,13,ja,7,6.0,1
American Justice,43,en,7,7.4,2
Anita: Director's Cut,5,cn,7,7.3,2
Gangster's Petersburg,90,ru,7,9.7,3
Summer Nude,11,ja,7,6.9,2
F*ck That's Delicious,70,en,7,8.0,2
Papyrus,52,fr,7,6.1,2
Battlefish,8,en,7,6.1,2
WWE's Most Wanted Treasures,19,en,7,9.7,3
Weediquette,26,en,7,8.0,2
Elvira's Movie Macabre,161,en,7,6.357,2
Breakthrough,12,en,7,6.1,2
Ghost Adventures: House Calls,8,en,7,8.1,3
The Ex-Wife,4,en,7,5.7,1
Prime Minister LuoGuo Liu,40,zh,7,7.7,2
Ip Man,50,zh,7,7.286,2
Kitani Mohabbat Hai,320,hi,7,3.4,1
The Teacher,9,tr,7,6.1,2
Eliot Kid,20,en,7,5.571,1
Prima Doll,12,ja,7,5.7,1
Oh! Boarding House,8,ko,7,5.7,1
One Day at Disney,51,en,7,6.9,2
Saiyuki,126,ja,7,6.6,2
Vietnam in HD,6,en,7,7.7,2
All Saints Street,48,zh,7,6.3,2
In a Class of Her Own,36,zh,7,7.286,2
Boys Over Flowers,51,ja,7,7.7,2
The Amber Ruffin Show,57,en,7,4.7,1
The Sooty Show,604,en,7,6.1,2
Adhura,7,hi,7,7.1,2
The Palace,6,de,7,6.6,2
Spicy City,6,en,7,4.9,1
"The Heart, She Holler",28,en,7,7.3,2
Eve,35,en,7,6.0,1
Godunov,17,ru,7,7.0,2
Escolinha do Professor Raimundo: Nova Geração,70,pt,7,4.6,1
7 Days of Romance,20,ko,7,6.571,2
Amish Mafia,30,en,7,3.6,1
"Golan, The Insatiable",12,en,7,6.286,2
Ballmastrz: 9009,21,en,7,5.714,1
Science Fiction Theatre,78,en,7,6.4,2
Bubblegum Crash,3,ja,7,5.4,1
WWE Legends' House,10,en,7,8.1,3
The Cockfields,9,en,7,7.143,2
Lapis Re:LiGHTs,12,ja,7,7.7,2
Waterboyy the Series,14,th,7,5.0,1
Begin Again,57,ko,7,8.1,3
Stay Here,8,en,7,6.3,2
Cooking on High,12,en,7,5.7,1
WIXOSS DIVA(A)LIVE,12,ja,7,4.3,1
Blind Justice,13,en,7,7.143,2
Keeper of the Ashes: The Oklahoma Girl Scout Murders,4,en,7,6.7,2
XX,5,ko,7,7.9,2
Arthur's Law,6,de,7,6.9,2
Our Yorkshire Farm,28,en,7,9.714,3
The Twelve,10,en,7,8.0,2
The Michael Blackson Show,4,en,7,8.286,3
Perfect World: A Deadly Game,2,en,7,5.9,1
Ellis Island,3,en,7,5.6,1
Nightcap,20,en,7,5.1,1
Vikings: Athelstan's Journal,13,en,7,6.1,2
Franco: The Brutal Truth About Spain’s Dictator,5,de,7,6.6,2
"Remy, Nobody's Girl",26,ja,7,8.0,2
Gym Tony,313,es,7,4.714,1
Snack vs Chef,8,en,7,6.286,2
Ressha Sentai ToQger,47,ja,7,9.714,3
Game of Witches,119,ko,7,8.3,3
Teenage Euthanasia,17,en,7,5.0,1
Ben Fogle: New Lives In The Wild,101,en,7,7.1,2
Mask Singer: Adivina quién canta,25,es,7,7.3,2
Schlag den Raab,55,de,7,7.9,2
I Love a Mama's Boy,32,en,7,8.1,3
La isla de las tentaciones,138,es,7,7.6,2
LEGO DREAMZzz,20,en,7,8.429,3
Koh-Lanta,383,fr,7,7.4,2
Armored Trooper VOTOMS,52,ja,7,8.0,2
SF8,8,ko,7,7.286,2
Stasera c’è Cattelan su Raidue,55,it,7,8.2,3
Karma,1,en,7,5.0,1
Little Coincidences,30,es,7,7.7,2
Zero Punctuation,820,en,7,8.5,3
Hunting Season,12,en,7,5.429,1
Aunty Donna's Coffee Cafe,6,en,7,7.3,2
Mr. Unlucky Has No Choice but to Kiss!,8,ja,7,7.0,2
Unicorn,12,ko,7,8.857,3
Trickster,24,ja,7,6.4,2
Brothers,116,en,7,6.4,2
Ruby & The Rockits,10,en,7,6.6,2
Donkerbos,8,af,7,6.429,2
Beaver Falls,12,en,7,7.0,2
Crime Puzzle,16,ko,7,4.714,1
Numbers,12,ko,7,6.4,2
Peep and the Big Wide World,119,en,7,8.1,3
I topi,12,it,7,7.357,2
The Meeting Place Cannot Be Changed,5,ru,7,8.143,3
The 101st Proposal,12,ja,7,7.7,2
Me and Mrs Jones,6,en,7,6.143,2
Special Forces: World's Toughest Test,12,en,7,9.1,3
The Reagans,4,en,7,7.1,2
Puberty Blues,17,en,7,8.1,3
La Blue Girl,14,ja,7,7.3,2
Line Walker,98,cn,7,7.0,2
Aber Bergen,30,no,7,6.0,1
Father Brown,13,en,7,6.571,2
Stormester,51,da,7,7.6,2
The Hustler,19,en,7,6.3,2
Tiny Times,32,zh,7,3.6,1
Nemocnice na kraji města,20,cs,7,7.143,2
King,21,en,7,6.9,2
Tenko,30,en,7,8.214,3
Een Jaar Van Je Leven,255,nl,7,4.2,1
Killer Cases,32,en,7,8.0,2
Fireball XL5,39,en,7,6.286,2
Talking Bad,8,en,7,5.7,1
The Empire Of Law,16,ko,7,6.1,2
The Sandbaggers,21,en,7,8.0,2
Bigger,20,en,7,7.429,2
Volevo fare la rockstar,20,it,7,7.2,2
Brown and Friends,48,en,7,7.0,2
Stanley,17,en,7,7.143,2
Mahoromatic,26,ja,7,7.0,2
Yakuza Lover,9,ja,7,7.0,2
Vikings: The Rise & Fall,6,en,7,7.4,2
911 Crisis Center,38,en,7,8.6,3
Produce 101,22,ko,7,6.3,2
Date What is Love,10,ja,7,7.1,2
NOW WHAT,90,nl,7,3.6,1
Os Aspones,7,pt,7,9.0,3
The Protectors,52,en,7,6.3,2
Annoying Orange,1,en,7,3.857,1
The Mystic Nine,48,zh,7,7.857,2
number24,12,ja,7,5.6,1
Mental,20,fr,7,9.0,3
The Ciphers,48,ru,7,8.3,3
Hello Anne: Before Green Gables,39,ja,7,8.6,3
The Trouble with Maggie Cole,6,en,7,6.3,2
Blueface & Chrisean: Crazy In Love,15,en,7,9.7,3
Have a Crush On You,36,zh,7,5.143,1
Juken Sentai Gekiranger,49,ja,7,8.6,3
Black-out,10,nl,7,7.143,2
Nightwatch,70,en,7,9.0,3
Mrs. Pepper Pot,130,ja,7,7.9,2
Love Is In The Air,122,tr,7,6.7,2
Project: S.E.R.A.,6,en,7,5.1,1
The Colgate Comedy Hour,206,en,7,6.714,2
Băieți de oraș,25,ro,7,8.6,3
The Hotwives of Orlando,7,en,7,5.5,1
Upotte!!,10,ja,7,5.1,1
Handmade Love,8,ko,7,7.7,2
All the Rivers Run,4,en,7,6.9,2
Spreewaldkrimi,15,de,7,7.6,2
7 Faces,7,tr,7,6.9,2
Impractical Jokers: Dinner Party,18,en,7,7.571,2
Fearless Whispers,51,zh,7,8.143,3
Legal V,9,ja,7,7.0,2
Shuriken Sentai Ninninger,47,ja,7,9.1,3
Penguins: Spy in the Huddle,3,en,7,8.7,3
Perfect Couple,45,zh,7,8.0,2
Kurozuka,12,ja,7,6.3,2
Springfloden,20,sv,7,7.4,2
ANZAC Girls,6,en,7,8.1,3
Eiken,2,ja,7,4.4,1
Mind the Malhotras,19,hi,7,4.7,1
Dodger,10,en,7,5.857,1
The Mind of the Married Man,20,en,7,8.9,3
"Philip Marlowe, Private Eye",11,en,7,6.7,2
Akane wa Tsumare Somerareru,3,ja,7,9.7,3
The Wheel of Time: Origins,6,en,7,7.0,2
Las 7 vidas del General,1,es,7,6.6,2
Swayamvar,0,hi,7,4.4,1
Tatlı Küçük Yalancılar,13,tr,7,6.1,2
SOKO Wismar,455,de,7,6.7,2
Hospoda,52,cs,7,7.0,2
Needless,24,ja,7,7.7,2
Trackdown,71,en,7,6.3,2
KUROKAMI The Animation,23,ja,7,6.9,2
Ai-Mai-Mi,37,ja,7,7.0,2
Voices of Fire,6,en,7,7.1,2
The Famous Jett Jackson,65,en,7,7.6,2
The Story of Perrine,53,ja,7,9.0,3
La Rebelión,6,es,7,7.7,2
One West Waikiki,20,en,7,7.0,2
POKÉTOON,8,ja,7,6.9,2
Love it or List it Vancouver,132,en,7,7.0,2
"Ruy, the Little Cid",26,es,7,6.0,1
W*A*L*T*E*R,0,en,7,5.6,1
Band of Sisters,68,ko,7,6.9,2
The Swiss Family Robinson: Flone of the Mysterious Island,50,ja,7,8.0,2
Lone Star,7,en,7,7.0,2
Bread and Soup and Cat Weather,4,ja,7,6.286,2
Baddies South,17,en,7,9.375,3
Fun House,145,en,7,7.1,2
Family Karma,32,en,7,8.143,3
Noah's Island,39,en,7,7.6,2
Dans une galaxie près de chez vous,65,fr,7,7.3,2
On the Verge of Insanity,16,ko,7,8.429,3
Special 7: Special Crime Investigation Unit,12,ja,7,7.1,2
Rederiet,318,sv,7,8.0,2
Dai Shogun - Great Revolution,12,ja,7,7.6,2
Battle B-Daman,103,ja,7,5.429,1
My Huckleberry Friends,30,zh,7,8.9,3
Worzel Gummidge,5,en,7,6.286,2
İntikam,45,tr,7,6.4,2
The Living Dead,3,en,7,6.7,2
Guante blanco,8,es,7,6.429,2
The Occult History of the Third Reich,4,en,7,5.9,1
Bayside Shakedown,11,ja,7,8.7,3
Time Warp,34,en,7,7.1,2
Camping,6,en,7,7.1,2
Bad Signal: The Series,12,id,7,7.3,2
All or Nothing: New Zealand All Blacks,6,en,7,4.4,1
Zaytsev+1,60,ru,7,6.1,2
"Alice, the Final Weapon",8,ko,7,5.929,1
Salaryman's Club,12,ja,7,7.0,2
Twogether,8,ko,7,6.3,2
Fangbone!,25,en,7,5.6,1
The Lakes,14,en,7,7.0,2
"Spare Me, Great Lord!",12,zh,7,9.2,3
Rescue: Special Ops,48,en,7,8.857,3
Table π,125,zh,7,8.9,3
Masters of Illusion,134,en,7,4.7,1
The Latest Buzz,66,en,7,6.5,2
Zorro the Chronicles,26,en,7,7.3,2
Secret Crush On You,14,th,7,5.214,1
Tony Awards,63,en,7,5.6,1
The Masked Dancer,9,en,7,7.4,2
O Canto da Sereia,4,pt,7,8.0,2
Jorden runt på 6 steg,7,sv,7,6.5,2
"Crying Out Love, in the Center of the World",12,ja,7,8.1,3
De Slimste Mens ter Wereld,722,nl,7,7.714,2
Yancy Derringer,34,en,7,6.571,2
The Sun Does Not Move,6,ja,7,7.714,2
Porters,9,en,7,8.3,3
Men of Anjolos,28,fa,7,8.6,3
Niania,135,pl,7,4.643,1
Crazy like a Fox,35,en,7,7.1,2
Граница. Таёжный роман,8,ru,7,7.1,2
On Pointe,6,en,7,7.714,2
"Svensson, Svensson",50,sv,7,5.3,1
Scarlet and Black,3,en,7,7.0,2
The Garden of Sinners,13,ja,7,7.286,2
The Jackson 5ive,23,en,7,5.9,1
Our House,46,en,7,5.429,1
Long Live the Royals,4,en,7,6.571,2
Black Cinderella,8,ja,7,6.071,2
Search,23,en,7,7.1,2
Blue Murder,19,en,7,7.429,2
Malice Aforethought,2,en,7,4.3,1
The Drinky Crow Show,10,en,7,7.571,2
Woke,23,fr,7,5.6,1
Nickelodeon's Unfiltered,41,en,7,6.9,2
Exatlon Challenge,15,tr,7,4.6,1
Miss Crow with Mr. Lizard,36,zh,7,6.7,2
Six sisters,493,es,7,5.4,1
Awake: The Million Dollar Game,8,en,7,4.7,1
#NoFilter,10,pt,7,6.9,2
American Bandstand,304,en,7,8.714,3
Michael McIntyre's Big Show,38,en,7,7.6,2
Rapture,8,en,7,6.3,2
Pizza,53,en,7,8.7,3
Binnelanders,4438,af,7,5.5,1
The Kennedys,6,en,7,6.1,2
Ghastly Prince Enma Burning Up,12,ja,7,9.4,3
United We Fall,8,en,7,7.143,2
West of Liberty,6,de,7,6.6,2
Supervivientes,847,es,7,2.8,0
James May: The Reassembler,7,en,7,7.4,2
The Duchess of Duke Street,31,en,7,8.0,2
Crime Beat,80,en,7,5.9,1
Encouragement of Climb: Next Summit,12,ja,7,6.714,2
The Lair,28,en,7,5.5,1
Pętla,4,pl,7,4.6,1
Love Designer,51,zh,7,7.4,2
MasterChef Junior,51,es,7,6.1,2
Identity,6,en,7,7.0,2
Les Shadoks,208,fr,7,6.9,2
The Crossover,8,en,7,7.286,2
Emily of New Moon,26,ja,7,7.143,2
The Fairytaler,31,da,7,7.3,2
Egzorcysta,39,pl,7,7.571,2
Byker Grove,320,en,7,6.1,2
Syndrome [E],6,fr,7,6.9,2
Conscription,21,no,7,6.4,2
Whoops Apocalypse,6,en,7,6.9,2
Love To-LIE-Angle,12,ja,7,5.4,1
I manegen med Glenn Killing,7,sv,7,7.0,2
The Long Firm,4,en,7,7.9,2
The Fantastic Journey,10,en,7,5.9,1
On Air With AIB,27,en,7,8.7,3
Bab Al-Hara,400,ar,7,7.7,2
Han River Police,6,ko,7,7.3,2
Sullivan's Crossing,10,en,7,9.429,3
Fight Like a Girl,10,en,7,8.571,3
Not Others,12,ko,7,7.857,2
Sam,50,fr,7,6.9,2
A Family Affair,95,tl,7,3.4,1
L'Opéra,16,fr,7,6.6,2
